startup_name,location_country,sector,funding_date,funding_year,date_precision,amount_usd,amount_is_estimate,investors,stage,debt_equity,female_cofounder_or_ceo,local_founder,intnl_founder,launched,accelerator,employees,source_file,country,region_group
SunFi,Nigeria,energy,1-06-01,2022,full_date,125000.0,False,Norrsken,Undisclosed,Equity,No,Yes,No,2021,Yes,32.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Cassava Network,Nigeria,fintech,1-06-01,2022,full_date,,False,"Adaverse, Dragonfly Capital, CMT Digital, Yield Guild Games, Mirana",Seed,Equity,No,Yes,No,2021,Yes,19.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Betdemand,Nigeria,entertainment,1-06-01,2022,full_date,,False,"Adaverse, EMURGO, EVG Ventures",Undisclosed,Equity,No,Yes,No,2021,Yes,9.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Seso Global,Nigeria,prop-tech,1-06-01,2022,full_date,,False,"Adaverse, EMURGO, EVG Ventures, Kepple Africa Ventures, Moabi Group, Rising Tide Africa",Undisclosed,Equity,Yes,Yes,Yes,2017,Yes,20.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Greenage Technologies,Nigeria,energy,1-06-01,2022,full_date,,False,All-On,Undisclosed,Equity,No,Yes,No,2018,Yes,6.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Human Squad,Nigeria,other,1-06-01,2022,full_date,,False,"Calm Fund, Angel Investors",Pre-Seed,Equity,Yes,Yes,No,2020,No,7.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Driveme,Nigeria,transport,1-06-01,2022,full_date,,False,"Niche Capital, FM Capital, Angel investors",Pre-Seed,Equity,No,Yes,No,2019,No,18.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Loomo,Nigeria,fintech,1-06-01,2022,full_date,,False,"Ventures Platform, others",Pre-Seed,Equity,No,Yes,No,2022,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Creditchek,Nigeria,fintech,1-07-01,2022,full_date,240000.0,False,"Atom Capital with participation from Aidi Ventures, Emmanuel Gbolade of Termii, Ham Serunjogi of Chippercash, Olumide Ogunsanwo of Adamantium Fund, Assembly Investors, Isaac Ewaleifoh of Launch Africa Ventures and other angel investors.",Pre-Seed,Equity,No,Yes,No,2021,No,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Stakefair,Nigeria,entertainment,1-07-01,2022,full_date,,False,"Adaverse, Nestcoin, Kepple Africa Ventures, Canza Finance, Voltron Capital, EchoVC Partners, Saturn Blockchain Ventures, Thrive Africa Syndicate, Angel Investors",Pre-Seed,Equity,No,Yes,No,2021,Yes,9.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Lenco,Nigeria,fintech,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,43.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Payourse,Nigeria,fintech,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2019,Yes,9.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Sendme,Nigeria,e-commerce,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2020,Yes,126.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Vendy,Nigeria,fintech,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2022,Yes,9.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Convoy,Nigeria,webhook service,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,6.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Plumter,Nigeria,fintech,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,5.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Swipe,Nigeria,fintech,,2022,year_only,500000.0,False,,Pre-Seed,Equity,No,Yes,No,2020,Yes,18.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Hashgreed,Nigeria,fintech,1-07-01,2022,full_date,1000000.0,False,,Undisclosed,Equity,No,Yes,No,2021,No,10.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Chowdeck,Nigeria,logistics,1-07-01,2022,full_date,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,23.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Scorefam,Nigeria,entertainment,1-07-01,2022,full_date,25000000.0,False,Global Emerging Markets,Undisclosed,Equity/Debt,No,Yes,Yes,2020,No,17.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Evolutics,Nigeria,fintech,1-08-01,2022,full_date,250000.0,False,Mercurial Advisory and Dinku Transnational,Pre-Seed,Equity,No,Yes,No,2021,No,11.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Youverify,Nigeria,fintech,1-08-01,2022,full_date,1000000.0,False,"Orange Ventures and LoftyInc Capital Management, with additional investment from Octerra Capital, Plug & Play Ventures, Syntax Ventures, HTTP Investors, Afer Group and Fronesyz Capital.",Seed,Equity,No,Yes,No,2018,No,55.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Beacon Power,Nigeria,energy,1-08-01,2022,full_date,2700000.0,False,,Seed,Equity,No,Yes,No,2013,No,29.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Pastel,Nigeria,fintech,1-08-01,2022,full_date,5500000.0,False,"TLcom Capital, Global Founders Capital (GFC), Golden Palm Investments, DFS Labs, Ulu Ventures, Plug and Play and Soma Cap also participated in the seed round",Seed,Equity,No,Yes,No,2021,No,18.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
AjoMoney,Nigeria,fintech,1-04-01,2022,full_date,,False,Tekedia Capital,Seed,Equity,No,Yes,No,2021,Yes,14.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Omnibiz,Nigeria,retail-tech,1-08-01,2022,full_date,15000000.0,False,"Timon Capital. Ventures Platform, LoftyInc Capital Management, Chapel Hill Denham, Chandaria Capital and Musha Ventures also participated in the round",Pre-Series A,Equity,No,No,Yes,2019,No,563.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Anchor,Nigeria,fintech,1-08-01,2022,full_date,1000000.0,False,"Y Combinator, Byld Ventures, Luno Expeditions, Niche Capital, Mountain Peak Capital, and a host of angel investors, including Emmanuel Okeleji, Ado Oseragbaje, Yinka Odeleye, and Sanmi Famuyide.",Pre-Seed,Equity,No,Yes,No,2021,Yes,11.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Gamp,Nigeria,fintech,1-08-01,2022,full_date,,False,"Ingressive Capital, First Circle Capital, Future Africa, Angel Investors",Undisclosed,Equity,No,Yes,No,2021,No,68.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Aku,Nigeria,fintech,1-08-01,2022,full_date,,False,The Fintech Fund,Undisclosed,Equity,Yes,Yes,No,2019,No,31.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Catlog,Nigeria,retail-tech,1-09-01,2022,full_date,,False,"Ventures Platform, UAC Nigeria, VFD Group, Angel Investors",Undisclosed,Equity,No,Yes,No,2021,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Grey,Nigeria,fintech,1-09-01,2022,full_date,2000000.0,False,"Y Combinator, Soma Capital, Heirloom Fund, True Culture Fund, angel investors Alan Rutledge, Samvit Ramadurgam, Karthik Ramakrishnan, and other high-profile investors.",Seed,Equity,No,Yes,No,2021,Yes,29.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
FoodCourt,Nigeria,logistics,,2022,year_only,500000.0,False,Y Combinator,Undisclosed,Equity,No,Yes,No,2021,Yes,21.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Metaverse Magna,Nigeria,entertainment,1-09-01,2022,full_date,3200000.0,False,"Wemade, Tess Ventures, LD Capital, Taureon, Gumi Cryptos Capital, HashKey, AFF, Polygon Studios, Casper Johansen (Spartan), and IndiGG",Seed,Equity,No,Yes,No,2021,Yes,53.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
NowNow,Nigeria,fintech,1-09-01,2022,full_date,13000000.0,False,"NeoVision Ventures, India-based DLF Family Office and Shadi Abdulhadi.",Seed,Equity,No,Yes,No,2018,Yes,210.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
GetFundedAfrica,Nigeria,fintech,1-09-01,2022,full_date,,False,SOSV,Undisclosed,Equity,No,Yes,No,2020,Yes,30.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Kredi Bank,Nigeria,fintech,1-09-01,2022,full_date,,False,"SOSV, Launch Africa Ventures",Undisclosed,Equity,No,Yes,No,2021,Yes,18.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Bitmama,Nigeria,fintech,1-09-01,2022,full_date,2000000.0,False,"Unicorn Growth Capital and Launch Africa Ventures, with participation from Adaverse and follow-on from Flori Ventures, which led the earlier round. Other new investors include Tekedia Capital, GreenHouse Capital, ODBA, Five35 Ventures, Chrysalis Capital, Enrich Africa, Thrive Africa,  AngelList Ventures, and various angel investors.",Pre-Seed,Equity,Yes,Yes,No,2019,No,47.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Kippa,Nigeria,fintech,1-09-01,2022,full_date,8400000.0,False,"Goodwater Capital, TEN13 VC, Rocketship VC, Saison Capital, Crestone VC, VentureSouq, Horizon Partners and Vibe Capital.",Seed,Equity,No,Yes,No,2021,No,83.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Yellow Card,Nigeria,fintech,1-09-01,2022,full_date,40000000.0,False,"Polychain Capital, with participation from Valar Ventures, Third Prime, Sozo Ventures, Castle Island Ventures, Fabric Ventures, DG Daiwa Ventures, The Raba Partnership, Jon Weiner, Alex Wilson, Pat Duffy, and more.",Series B,Equity,No,No,Yes,2019,No,219.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
ComiBlock,Nigeria,fintech,1-09-01,2022,full_date,,False,Expert Dojo,Undisclosed,Equity,No,Yes,No,2021,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Vendease,Nigeria,restaurant management,1-09-01,2022,full_date,30000000.0,False,"TLcom Capital and Partech, and also included VentureSouq, Hustle Fund, Hack VC, GFR Fund, Kube VC, Magic Fund and Kairos Angels",Series A,Equity/Debt,Yes,Yes,No,2019,Yes,204.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Oval Interactive,Nigeria,Marketing,1-09-01,2022,full_date,50000.0,False,The Baobab Network,Undisclosed,Equity,No,Yes,No,2019,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Diagon Studios,Nigeria,entertainment,1-09-01,2022,full_date,,False,Adaverse,Undisclosed,Equity,No,Yes,No,2019,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Salad Africa,Nigeria,fintech,1-09-01,2022,full_date,125000.0,False,On Deck,Undisclosed,Equity,No,Yes,No,2022,Yes,11.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Lifestores,Nigeria,e-health,1-10-01,2022,full_date,3000000.0,False,"Health54, with Aruwa Capital Management",Series A,Equity,No,Yes,Yes,2020,No,66.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Maplerad,Nigeria,fintech,1-10-01,2022,full_date,6000000.0,False,"Valar Ventures, Golden Palm Investments Corporation, Michael Vaughn (ex-COO, Venmo), Fintech Fund, Babs Ogundeyi (CEO, Kuda) Armyn Capital, Dunbar Capital, Strawhat Investment, Polymath Capital, Unpopular Ventures, Sean Mahsoul and MyAsiaVC.",Undisclosed,Equity,No,Yes,No,2022,No,17.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Bumpa,Nigeria,e-commerce,1-10-01,2022,full_date,4000000.0,False,"Base10 Partners with participation from Plug & Play Ventures commerce fund, SHL Capital, Jedar Capital, Magic Fund, DFS Lab, FirstCheck Africa Angel Programme, E62 Ventures, Club14, and Fast Forward Ventures.",Seed,Equity,No,Yes,No,2021,Yes,26.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
SmallSmall,Nigeria,prop-tech,1-10-01,2022,full_date,3000000.0,False,"Techstars, Oyster VC, Asymmetry Ventures, Vivaz and Niche Capital. Meanwhile, individual angels such as Sean Fannan of Chartboost, Adam Meghji of Universe, Jimmy Ku of Flutterwave, Samir Goel and Wemimo Abbey of Esusu, Jason Njoku of Iroko and Tunde Kara of Vendease participated.",Seed,Equity/Debt,Yes,Yes,No,2018,Yes,17.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Landlord Heaven,Nigeria,prop-tech,1-10-01,2022,full_date,,False,Ardent Capital,Undisclosed,Equity,No,Yes,No,2020,No,4.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Logistics Hub,Nigeria,logistics,1-10-01,2022,full_date,,False,Ardent Capital,Undisclosed,Equity,Yes,No,No,2019,No,5.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Kunda Kids,Nigeria,ed-tech,1-10-01,2022,full_date,,False,Ardent Capital,Undisclosed,Equity,Yes,No,No,2020,No,14.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Feather,Nigeria,fintech,1-10-01,2022,full_date,,False,Ardent Capital,Undisclosed,Equity,No,Yes,No,2022,No,7.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
AfyA Care,Nigeria,e-health,1-11-01,2022,full_date,6000000.0,False,CardinalStone Capital Advisers,Series A,Equity,No,Yes,No,2019,No,55.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Fez Delivery,Nigeria,logistics,1-11-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2018,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Renda,Nigeria,logistics,1-11-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,32.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
GIGXPAD,Nigeria,fintech,1-11-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,11.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Raenest,Nigeria,recruitment,,2022,year_only,120000.0,False,"Ventures Platform, Seedstars, TCVP, Ajim Capital, and other top African VCs and Angels, Techstars",Undisclosed,Equity,No,Yes,No,2021,Yes,12.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Glover Technologies,Nigeria,fintech,1-11-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,114.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
LaborHack,Nigeria,recruitment,1-11-01,2022,full_date,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Gricd,Nigeria,energy,1-11-01,2022,full_date,150000.0,False,Katapult,Undisclosed,Equity,No,Yes,No,2017,Yes,26.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Vetsark,Nigeria,agri-tech,1-11-01,2022,full_date,150000.0,False,Katapult,Undisclosed,Equity,No,Yes,No,2018,Yes,11.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
CutStruct,Nigeria,construction,1-11-01,2022,full_date,600000.0,False,"Zedcrest Capital, DFS Lab and LoftyInc, with the participation of angel investors including Kola Aina.",Pre-Seed,Equity,No,Yes,No,2019,No,17.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
DT2 Technologies,Nigeria,fintech,1-11-01,2022,full_date,67000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2021,Yes,1.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Bunce,Nigeria,fintech,1-11-01,2022,full_date,67000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2021,Yes,6.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
ShipBubble,Nigeria,logistics,1-11-01,2022,full_date,67000.0,False,Startup Wise Guys,Undisclosed,Equity,No,Yes,No,2021,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Pivo,Nigeria,fintech,1-11-01,2022,full_date,2000000.0,False,"Precursor Ventures, Vested World, Y Combinator (accelerator), FoundersX and Mercy Corp Ventures",Seed,Equity,Yes,Yes,No,2021,Yes,15.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
OjirehPrime,Nigeria,fintech,1-11-01,2022,full_date,1240000.0,False,"CPRES203, Angel Investors",Pre-Seed,Equity,No,Yes,No,2018,No,23.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Owoafara,Nigeria,fintech,1-12-01,2022,full_date,,False,ShEquity,Undisclosed,Equity,Yes,Yes,No,2019,Yes,6.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
VENCO,Nigeria,prop-tech,1-12-01,2022,full_date,670000.0,False,"Zrosk Investment Management, with participation from other strategic investors including Voltron Capital, Decimal Point Ventures, Fast Forward Fund, Tayo Oviosu (CEO of Paga), Odun Eweniyi (COO of Piggyvest), Oo Nwoye, Desigan Chinniah, Dakar Network Angels and Viktoria Business Angel Network.",Pre-Seed,Equity,No,Yes,No,2022,No,26.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Taeillo,Nigeria,e-commerce,1-12-01,2022,full_date,2500000.0,False,Aruwa Capital,Undisclosed,Equity,No,Yes,No,2018,No,28.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Shekel Mobility,Nigeria,logistics,1-12-01,2022,full_date,500000.0,False,"Y Combinator, Ventures Platform",Undisclosed,Equity,No,Yes,No,2021,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
DotPay,Nigeria,fintech,,2022,year_only,,False,LoftyInc,Pre-Seed,Equity,No,Yes,No,2021,No,48.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Vella Finance,Nigeria,fintech,,2022,year_only,,False,LoftyInc,Pre-Seed,Equity,No,Yes,No,2021,No,18.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
AlumUnite,Nigeria,ed-tech,,2022,year_only,,False,LoftyInc,Pre-Seed,Equity,Yes,Yes,No,2020,No,12.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Epump,Nigeria,forecourt automation,,2022,year_only,,False,"LoftyInc, Launch Africa",Undisclosed,Equity,No,Yes,No,2009,No,27.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Pneumacare,Nigeria,e-health,,2022,year_only,,False,Founders Factory Africa,Undisclosed,Equity,Yes,Yes,No,2020,Yes,14.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Exin Versa,Nigeria,fintech,,2022,year_only,125000.0,False,On Deck,Undisclosed,Equity,No,Yes,No,2022,Yes,4.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Collect Africa,Nigeria,fintech,,2022,year_only,125000.0,False,On Deck,Undisclosed,Equity,No,Yes,No,2021,Yes,12.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Keyla,Nigeria,Software,,2022,year_only,,False,Angel investors,Seed,Equity,No,Yes,No,2021,No,10.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
PressOne,Nigeria,communication,,2022,year_only,,False,"Ventures Platform, others",Pre-Seed,Equity,No,Yes,No,2021,No,6.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Fluna,Nigeria,fintech,,2022,year_only,,False,"Ventures Platform, UAC Nigeria, VFD Group, Angel Investors",Undisclosed,Equity,No,Yes,No,2021,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Gigmile,Nigeria,fintech,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,7.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Ladda,Nigeria,fintech,,2022,year_only,125000.0,False,On Deck,Undisclosed,Equity,Yes,Yes,No,2020,Yes,3.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Emergency Response Africa,Nigeria,e-health,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,Yes,No,No,2018,Yes,26.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Blackcopper,Nigeria,fintech,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2020,Yes,16.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Glade,Nigeria,fintech,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2019,Yes,14.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Remote Gravity,Nigeria,marketing,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,Yes,Yes,No,2020,Yes,2.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Fanbants,Nigeria,entertainment,,2022,year_only,120000.0,False,Techstars,Undisclosed,Equity,No,Yes,No,2021,Yes,8.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Winich Farms,Nigeria,agri-tech,,2022,year_only,,False,Founders Factory Africa,Pre-Seed,Equity,No,Yes,No,2018,Yes,10.0,Funded_African_tech_startups_2022.xlsx,Nigeria,Africa
Gahez,Egypt,e-commerce,1-01-01,2022,full_date,2000000.0,False,"Disruptech Ventures with the participation of Egypt Ventures, Tanmeyah (an EFG Hermes company), LoftyInc Capital Management, and other strategic angel investors",Pre-Seed,Equity,No,Yes,No,2021,No,25.0,Funded_African_tech_startups_2022.xlsx,Egypt,Africa
