Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8
64.0,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
65.0,18/08/2015,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
66.0,18/08/2015,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
67.0,18/08/2015,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
68.0,19/08/2015,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
69.0,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,"2,400,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
70.0,19/08/2015,Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
71.0,19/08/2015,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,"20,000,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
72.0,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,"156,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
73.0,20/08/2015,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,"600,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
74.0,20/08/2015,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
75.0,21/08/2015,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
76.0,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,"300,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
77.0,24/08/2015,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
78.0,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
79.0,24/08/2015,rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
80.0,25/08/2015,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
81.0,25/08/2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
82.0,25/08/2015,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
83.0,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,"250,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
84.0,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,"100,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
85.0,26/08/2015,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
86.0,26/08/2015,EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
87.0,26/08/2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
88.0,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
89.0,27/08/2015,Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
90.0,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,Strategic Investment,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
91.0,28/08/2015,BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
92.0,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
93.0,28/08/2015,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"160,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
94.0,29/08/2015,iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
95.0,31/08/2015,DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
96.0,31/08/2015,Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
97.0,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
98.0,31/08/2015,,,,,,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
99.0,31/08/2015,,,,,,,,2015,Aug_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
1.0,01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"1,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
2.0,01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
3.0,01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,,Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
4.0,01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"5,600,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
5.0,01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
6.0,01/12/2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
7.0,01/12/2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
8.0,02/12/2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
9.0,02/12/2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
10.0,03/12/2015,Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
11.0,03/12/2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"100,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
12.0,03/12/2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
13.0,03/12/2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
14.0,03/12/2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
15.0,04/12/2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"100,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
16.0,04/12/2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"100,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
17.0,04/12/2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"20,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
18.0,04/12/2015,Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
19.0,07/12/2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
20.0,07/12/2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
21.0,07/12/2015,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000",Series C,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
22.0,07/12/2015,Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
23.0,07/12/2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
24.0,07/12/2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
25.0,08/12/2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
26.0,08/12/2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,,Strategic Funding,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
27.0,08/12/2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
28.0,09/12/2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
29.0,09/12/2015,JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
30.0,09/12/2015,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"350,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
31.0,09/12/2015,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
32.0,09/12/2015,JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
33.0,10/12/2015,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
34.0,10/12/2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
35.0,10/12/2015,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
36.0,10/12/2015,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"500,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
37.0,10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
38.0,10/12/2015,Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
39.0,10/12/2015,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
40.0,10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,000,0000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
41.0,11/12/2015,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
42.0,11/12/2015,LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
43.0,11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
44.0,11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
45.0,11/12/2015,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
46.0,11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners  William Bissell,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
47.0,11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
48.0,11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,Yet to Launch platform,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
49.0,14/12/2015,Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
50.0,14/12/2015,JetSetGo,Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia,Private Equity,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
51.0,14/12/2015,Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
52.0,14/12/2015,Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,"3,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
53.0,15/12/2015,BookEventz,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
54.0,15/12/2015,Deal Street Asia,Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
55.0,15/12/2015,Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
56.0,16/12/2015,Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000",Series B,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
57.0,16/12/2015,Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
58.0,16/12/2015,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,"1,200,000",Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
59.0,16/12/2015,STAGE 3,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
60.0,17/12/2015,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000",Series B (includes Debt financing),2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
61.0,17/12/2015,Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
62.0,17/12/2015,Eatfresh,Online marketplace for Chef Meals,Bangalore,Kalaari Capital,Private Equity,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
63.0,18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
64.0,18/12/2015,Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
65.0,18/12/2015,The News Minute,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
66.0,18/12/2015,CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
67.0,21/12/2015,TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000",Pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
68.0,21/12/2015,Peppertap,Hyperlocal  Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,"4,000,000",part of $40M Series B round,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
69.0,21/12/2015,KOOH Sports,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"2,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
70.0,22/12/2015,RentOnGo,"Bike, Appliances Renting marketplace",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
71.0,22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
72.0,22/12/2015,Zapr,Reward points mobile app,Gurgaon,Dinesh Agarwal,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
73.0,22/12/2015,LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,"3,000,000",Additional investment from parent company,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
74.0,22/12/2015,PlanetGogo,Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
75.0,22/12/2015,Arya.ai,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"750,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
76.0,22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"500,000",pre-Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
77.0,22/12/2015,MobieFit,Mobile Fitness App,Goa,Medi Assist,Private Equity,"1,000,000",Strategic Investment,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
78.0,23/12/2015,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures,Private Equity,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
79.0,23/12/2015,Mech Mocha,Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"1,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
80.0,23/12/2015,Shotang.com,B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"5,000,000",Series A,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
81.0,23/12/2015,CityFurnish,Furniture and appliances rental platform,Gurgaon,Jitendra Gupta,Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
82.0,24/12/2015,Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"303,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
83.0,24/12/2015,Kolabro,Real Estate focused Tech platform,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,,,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
84.0,24/12/2015,Canvera,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,"2,200,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
85.0,28/12/2015,Town Essentials,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"1,000,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
86.0,28/12/2015,Bumper,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,"500,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
87.0,29/12/2015,Hotify,New Curation Mobile App,Bangalore,Mahavir Pratap Sharma,Seed Funding,"150,000",,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
88.0,29/12/2015,MobiKwik,Mobile Wallet,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"6,600,000",Additional Funding,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
89.0,30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,Yuvraj Singh,Seed Funding,,Yet to Launch,2015,Dec_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
1.0,02/02/2015,Faaya,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
2.0,02/02/2015,InstaBounce,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
3.0,02/02/2015,Chloroplast Foods,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
4.0,02/02/2015,Dealwithus,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
5.0,02/02/2015,CleverSharks,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
6.0,02/02/2015,Leaf,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
7.0,02/02/2015,SmartPocket,,,"Sol Primero, Rajiv Mehta",SeedFunding,"250,000",For mobile app,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
8.0,02/02/2015,Yumist,,,Orios Venture Partner,Private Equity,"1,000,000",,2015,Feb_2015.csv,,,,,,,,,,,,,,,,,,,,,,,
